D;O documento audiovisual ou a proximidade entre as três Marias;https://rbbd.febab.org.br/rbbd/article/view/396/370;OK
D;Arranjo e descrição do espólio de Godofredo Filho: estudo arquivístico e catálogo informatizado.;https://repositorio.ufba.br/ri/bitstream/ri/11149/1/Zeny%20Duarte%20de%20Miranda%20Magalh%C3%A3es%20dos%20Santos.pdf;OK
D;Em busca da organicidade: um estudo do fundo da Secretaria de Governo da Capitania de Minas Gerais;https://repositorio.ufmg.br/bitstream/1843/BUBD-92UERD/1/disserta__o_marta_elo_sa.pdf;OK
D;Construindo o direito de acesso aos arquivos da repressão: o caso do Departamento de Ordem Política e Social de Minas Gerais;https://repositorio.ufmg.br/bitstream/1843/ECID-79CP3G/1/mestrado___shirlene_linny_da_silva.pdf;OK
D;A preservação de documentos eletrônicos de caráter arquivístico: novos desafios, velhos problemas;https://repositorio.ufmg.br/bitstream/1843/VALA-68ZRKF/1/doutorado___katia_de_padua_thomaz.pdf;OK
D;Sistemas eletrônicos de gerenciamento de documentos arquivísticos: um questionário para seleção avaliação e aplicação.;https://repositorio.ufmg.br/bitstream/1843/VALA-74QHCP/1/mestrado___leandro_ribeiro_negreiros.pdf;OK
D;Recomendações para construção de taxonomias em portais corporativos;https://repositorio.ufsc.br/bitstream/handle/123456789/89791/241712.pdf?sequence=1&isAllowed=y;OK
D;O Arquivo Público do Rio Grande do Sul na percepção de usuários: um ambiente a ser descoberto;https://repositorio.ufsc.br/handle/123456789/79646?show=full;OK
D;Arquivo Fotográfico: uma faceta do patrimônio cultural da UFSM;https://repositorio.ufsm.br/bitstream/handle/1/10956/PAVEZI%2C%20NEIVA.pdf?sequence=1&isAllowed=y;OK
D;Acervos fotográficos no Rio Grande de Sul: acesso às fontes de pesquisa;https://repositorio.ufsm.br/bitstream/handle/1/16426/TCCE_GA_EaD_2009_PEREZ_CARLOS.pdf?sequence=1&isAllowed=y;OK
T;O Arquivista e as políticas públicas arquivísticas;https://repositorio.unb.br/bitstream/10482/1026/1/EVENTO_ArquivistaPoliticaPublicaArquivo.pdf;OK
D;Os princípios arquivísticos e o conceito de classificação;https://repositorio.unb.br/bitstream/10482/1439/1/CAPITULO_PrincipiosArquivisticosConceitoClassifica%c3%a7%c3%a3o.pdf;OK
T;A representação da informação em arquivística: uma abordagem a partir da perspectiva da norma internacional de descrição arquivística;https://repositorio.unb.br/bitstream/10482/1442/1/CAPITULO_RepresentacaoInformacaoArquivistica.pdf;OK
D;Arquivos ativos e massas documentais acumuladas na administração pública brasileira: busca de novas soluções para velhos problemas;https://repositorio.unb.br/bitstream/10482/23550/1/1995_RenatoTarcisoBarbosadeSousa.pdf;OK
D;A pesquisa em arquivística na pós-graduação no Brasil: balanço e perspectivas;https://repositorio.unb.br/bitstream/10482/910/2/ARTIGO_PesquisaArquivisticaPosGraduacao.pdf;OK
D;A Face Oculta do Documento: tradição e inovação no limiar da Ciência da Informação;https://repositorio.unesp.br/bitstream/handle/11449/103372/rabello_r_dr_mar_prot.pdf?sequence=1&isAllowed=y;OK
D;A construção epistemológica canadense para a construção da arquivística contemporânea;https://repositorio.unesp.br/bitstream/handle/11449/93669/tognoli_nb_me_mar.pdf?sequence=1&isAllowed=y;OK
D;A gestão da informação arquivística e suas repercussões na produção do conhecimento arquivístico;https://repositorio-aberto.up.pt/bitstream/10216/22537/2/armandomalheirogestao000091469.pdf;OK
D;Arquivos familiares e pessoais: uma perspectiva sistemática e interactiva;https://repositorio-aberto.up.pt/bitstream/10216/8111/2/4083.pdf;OK
D;A importância dos arquivos judiciais para a preservação da memória nacional;https://revistacej.cjf.jus.br/revcej/article/view/911/1086;Erro
D;Entre a memória e a História: a problemática dos lugares;https://revistas.pucsp.br/index.php/revph/article/viewFile/12101/8763;OK
D;Organização do conhecimento em uma estrutura classificatória, no contexto da indexação e recuperação da informação: um relato de pesquisa;https://ridi.ibict.br/bitstream/123456789/112/1/RosaliInformare199622.pdf;OK
T;Os arquivos públicos e privados: estratégias para a institucionalização de arquivos municipais;https://simagestao.com.br/wp-content/uploads/2016/01/os_arquivos_pblicos_e_privados__parte_1-1.pdf;Erro
D;Gestão e preservação de documento eletrônicos de arquivo: revisão da literatura - parte I;https://simagestao.com.br/wp-content/uploads/2016/02/gest%C3%A3o-e-preserva%C3%A7%C3%A3o-de-documentos-eletronicos-de-arquivo.pdf;Erro
D;Memória jornalística da região noroeste do estado do Rio Grande do Sul: preservação e acesso;https://simpufpel.files.wordpress.com/2010/09/comunicacoes-patrimonio-imaterial.pdf;OK
D;Gestão da qualidade em serviços de informação no Brasil: estabelecimento de um modelo de referência baseado nas diretrizes da NBR ISO 9001;https://teses.usp.br/teses/disponiveis/27/27143/tde-30112005-142031/publico/VALLS_VM_2005.pdf;OK
D;Tipologia documental como parâmetro para a gestão de documentos de arquivos: um manual para o Município de Campo Belo, MG;https://teses.usp.br/teses/disponiveis/8/8138/tde-25042003-181526/publico/tesaAnaCelia.pdf;OK
D;Aspectos essenciais para o desenvolvimento de uma política de arquivos privados;https://www.bad.pt/publicacoes/index.php/cadernos/article/view/2369/2133;OK
D;O valor dos Arquivos de Família;https://www.bad.pt/publicacoes/index.php/cadernos/article/view/2409/2171;OK
D;Serviço de Referência em Arquivos Definitivos;https://www.bad.pt/publicacoes/index.php/cadernos/article/view/2416/2178;OK
D;A conservação de acervos bibliográficos e documentais;https://www.bn.gov.br/sites/default/files/documentos/producao/documento-tecnico/conservacao-acervos-bibliograficos-documentais//aconservacaoacervosbibliograficosedocumentais.pdf;OK
D;Entrevista com Armando Malheiro da Silva;https://www.brapci.inf.br/index.php/article/download/6587;OK
D;A abordagem informacional dos arquivos;https://www.brapci.inf.br/index.php/article/download/6640;OK
D;Políticas de Difusão do Programa de Gestão Documental do Sindicato das  Indústrias da Construção Civil de Santa Maria;https://www.brapci.inf.br/index.php/res/download/56077;OK
D;Dado, Informação, Conhecimento e Competência;https://www.ime.usp.br/~vwsetzer/datagrama.html;OK
D;A gestão de informação em um hospital universitário: em busca da definição do conteúdo do prontuário essencial do hospital de clínicas de Porto Alegre;https://www.lume.ufrgs.br/handle/10183/158229;OK
D;Gênese documental de álbuns fotográficos: um estudo de caso aplicado a uma indústria de grande porte;https://www.marilia.unesp.br/Home/Pos-Graduacao/CienciadaInformacao/Dissertacoes/pupim_ek_me_mar.pdf;OK
D;A análise e o arquivo;https://www.netmundi.org/home/wp-content/uploads/2019/05/A-An%C3%A1lise-e-o-Arquivo-Roudinesco.pdf;Erro
D;Gestão Eletrônica de Documentos: a convergência digital da informação;https://www.prodemge.gov.br/images/com_arismartbook/download/4/revista_3.pdf;OK
D;Arquivos, documentos e poder: a construção da memória moderna;https://www.promemoria.indaiatuba.sp.gov.br/arquivos/galerias/registro_3.pdf;OK
D;A arquivística e os arquivos pessoais de cientistas;https://www.promemoria.indaiatuba.sp.gov.br/arquivos/galerias/registro_5-6.pdf;OK
D;O arquivo e arquivística evolução histórica;https://www.redalyc.org/pdf/161/16172402.pdf;OK
D;Melhora da Produtividade no uso do Prontuário Eletrônico do Paciente Utilizando a Engenharia da Usabilidade;https://www.researchgate.net/publication/239606356_Melhora_da_Produtividade_no_uso_do_Prontuario_Eletronico_do_Paciente_Utilizando_a_Engenharia_da_Usabilidade;OK
D;Proposição de um conjunto de metadados para a descrição de arquivos fotográficos considerando a Nobrade e a Sepiades;https://www.scielo.br/pdf/tinf/v21n3/02.pdf;OK
D;O Arquivo Nacional e a Política Nacional de Arquivos;https://www.siarq.unicamp.br/siarq/images/siarq/pesquisa/produto_de_pesquisa/atas.pdf;OK
D;Organização do Fundo Sergio Buarque de Holanda;https://www.siarq.unicamp.br/siarq/images/siarq/pesquisa/produto_de_pesquisa/atas.pdf;OK
D;O conceito de documento arquivístico frente à realidade digial: uma revisitação necessária;https://www.siarq.unicamp.br/siarq/images/siarq/publicacoes/preservacao_digital/tese_rondinelli.pdf;OK
D;A arquivística no laboratório: história, teoria e métodos de uma disciplina;https://www.teses.usp.br/teses/disponiveis/8/8138/tde-12022009-124733/publico/TESE_PAULO_ROBERTO_ELIAN_SANTOS.pdf;OK
D;Modelagem e status científico da descrição arquivística no campo dos arquivos pessoais;https://www.teses.usp.br/teses/disponiveis/8/8138/tde-14062011-134720/publico/2010_LuciaMariaVellosodeOliveira.pdf;OK
D;Os arquivos judiciais e o Poder Judiciário do Rio Grande do Sul;https://www.tjrs.jus.br/novo/revista-justica/revista-justica-historia-volume-3/;OK
D;Noções de paleografia e diplomática;file:///C:/Users/Apple%20Connect/Downloads/BERWANGER_LEAL_NocoesDePaleografiaEDeDiplomatica.pdf;Erro
D;Avaliação de softwares para bibliotecas e arquivos;http://abecin.org.br/e-books/colecao-palavra-chave/CORTE_ALMEIDA_ROCHA_LAGO_Avaliacao_de_softwares_para_bibliotecas_e_arquivos_2_ed.pdf;Erro
T;O mundo do trabalho na sociedade do conhecimento e os paradoxos das profissões da informação;http://abecin.org.br/e-books/colecao-palavra-chave/VALENTIM_%28Org%29_Atuacao_profissional_na_area_de_informacao.pdf;Erro
D;Preservação no universo digital;http://arqsp.org.br/wp-content/uploads/2017/07/52.pdf;OK
D;Manual do RLG para microfilmagem de arquivos;http://arqsp.org.br/wp-content/uploads/2017/07/53.pdf;OK
D;Seleção para a preservação: uma abordagem materialística;http://arqsp.org.br/wp-content/uploads/2017/08/33_36.pdf;OK
D;Considerações complementares sobre "Seleção para preservação: uma abordagem materialística";http://arqsp.org.br/wp-content/uploads/2017/08/33_36.pdf;OK
D;Panorama dos cursos de arquivologia no Brasil: graduação e pós-graduação;http://biblioteca.an.gov.br/bnweb/upload/pasta11/acervo100407/100407_360.pdf;Erro
D;Arquivos universitários: repertório bibliográfico preliminar;http://biblioteca.an.gov.br/bnweb/upload/pasta11/acervo108448/108448_362.pdf;Erro
D;Rumo a uma teoria arquivística de preservação digital: as descobertas conceituais do projeto InterPARES;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112064/112064_365.pdf;Erro
D;Arquivo Joaquim Nabuco;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112111/112111_342.pdf;Erro
D;A propósito do Sistema Nacional de Arquivos;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112111/112111_342.pdf;Erro
D;Estudo sobre as condições de preservação dos acervos documentais brasileiros;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112303/112303_363.pdf;Erro
D;Arquivos e automação;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112396/112396_337.pdf;Erro
D;Arquivo e automação;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112396/112396_337.pdf;Erro
D;Problemática atual dos arquivos particulares;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112407/112407_345.pdf;Erro
D;O papel da arquivologia na sociedade de hoje;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112412/112412_347.pdf;Erro
T;Relatório sobre os arquivos no Brasil;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112415/112415_348.pdf;Erro
D;A ordem jurídica e os documentos de pesquisa no Brasil;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112416/112416_351.pdf;Erro
D;Indexação e descrição em arquivos: a questão da representação e recuperação de informações;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112472/112472_367.pdf;Erro
D;Documentação e memória;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83160/83160_353.pdf;Erro
D;Roteiro para um Guia de Arquivos Históricos Privados: padronização dos ai-rolamentos de informação;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83160/83160_353.pdf;Erro
D;Vida nos arquivos capixabas;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83161/83161_352.pdf;Erro
D;O princípio do respeito aos fundos em arquivística: princípios teóricos e problemas práticos;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83163/83163_394.pdf;Erro
T;O respeito aos fundos em arquivística;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83163/83163_394.pdf;Erro
D;A advocacia nos currículos de graduação em Arquivologia: uma perspectiva norte-americana;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo85863/85863_361.pdf;Erro
D;Intelectuais em rede construindo as ciências sociais: o arquivo Arthur Ramos e o Projeto Unesco no Brasil;http://biblioteca.clacso.edu.ar/Brasil/ceao-ufba/20130403104247/projeto.pdf;OK
D;De olho na eternidade: a construção do arquivo privado de Antonio Carlos Jobim;http://bibliotecadigital.fgv.br/dspace;/bitstream/handle/10438/2153/CPDOC2008GleiseAndradeCruz.pdf?sequence=1&isAllowed=y;OK
D;Registros documentais contemporâneos como provas de ação;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/1970/2165;OK
D;Tecnologias da informação digitalizada e pesquisa acadêmica nas ciências sociais e humanas: o papel crucial da arquivologia;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/1971/74390;OK
D;A classificação dos arquivos pessoais e familiares;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2059/1198;OK
D;Arquivar a própria vida;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2061/1200;OK
D;Arquivos pessoais e arquivos institucionais: para um entendimento arquivístico comum da formação da memória em um mundo pós-moderno;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2062/1201;OK
D;Intimidade versus Interesse Público: a problemática dos arquivos;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2066/1205;OK
D;O Arquivo Público do Império: o legado absolutista na construção da nacionalidade;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2123/1262;OK
D;Quando o campo é o arquivo (Apresentação);http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2239/1378;OK
D;A trajetória de um arquivo histórico: reflexões a partir da documentação do Conselho de Fiscalização das Expedições Artísticas e Científicas no Brasil;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2240/1379;OK
D;Acesso à informação nos Arquivos Brasileiros;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2275/1414;OK
D;A questão da informação;http://bibliotecadigital.seade.gov.br/view/singlepage/index.php?pubcod=10017027&parte=1;OK
D;Recomendações para a construção de arquivo;http://conarq.arquivonacional.gov.br/images/publicacoes_textos/recomendaes_para_construo_de_arquivos.pdf;Erro
TESE / DISSERTAÇÃO;TITULO DA REFERÊNCIA;LINK;STATUS LINK
D;Decreto de 7 de abril de 2006. (1) Declara de interesse público e social o acervo documental privado da Associação Brasileira de Educação;http://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2006/Dnn/Dnn10813.htm;Erro
D;Decreto de 7 de abril de 2006. (2) Declara de interesse público e social o acervo documental privado da Companhia Antártica Paulista;http://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2006/Dnn/Dnn10812.htm;Erro
D;Decreto de 7 de abril de 2006. (3) Declara de interesse público e social o acervo documental privado da Companhia Cervejaria Brahma;http://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2006/Dnn/Dnn10814.htm;Erro
D;Decreto de 7 de abril de 2006. (4) Declara de interesse público e social o acervo documental privado de Glauber Rocha;http://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2006/Dnn/Dnn10815.htm;Erro
D;Decreto nº 1.173, de 29 de junho de 1994. Dispõe sobre competência, organização e funcionamento do Conselho Nacional de Arquivos (Conarq) e do Sistema Nacional de Arquivos (Sinar) e dá outras providências;http://www.planalto.gov.br/ccivil_03/decreto/D1173.htm;Erro
D;Decreto nº 1.461, de 25 de abril de 1995. Altera o decreto nº 1.173, que dispõe sobre a competência, organização e funcionamento do Conselho Nacional de Arquivos e do Sistema Nacional de Arquivos;http://www.planalto.gov.br/ccivil_03/decreto/D1461.htm;Erro
D;Decreto nº 1.606 de 29 de dezembro de 1906. Coleção de Leis dos Estados Unidos do Brasil – 1906. Rio de Janeiro, v. 1.;https://www2.camara.leg.br/legin/fed/decret/1900-1909/decreto-1606-29-dezembro-1906-582057-publicacaooriginal-104760-pl.html;OK
D;Decreto nº 1.799, de 30 de janeiro de 1996. Regulamenta a Lei n° 5. 433, de 8 de maio de 1968, que regula a microfilmagem de documentos oficiais, e dá outras providências;http://www.planalto.gov.br/ccivil_03/decreto/Antigos/D1799.htm;Erro
T;Decreto nº 14.852, de 1 de junho de 1921. Modifica diversos artigos do regulamento do Arquivo Nacional;https://www2.camara.leg.br/legin/fed/decret/1920-1929/decreto-14852-1-junho-1921-505416-publicacaooriginal-1-pe.html;OK
T;Decreto nº 16.036, de 14 de Maio de 1923. Aprova o regulamento para o Arquivo Nacional;https://www2.camara.leg.br/legin/fed/decret/1920-1929/decreto-16036-14-maio-1923-517753-publicacaooriginal-1-pe.html;OK
T;Decreto nº 18.303, de 30 de junho de 1928. Torna aplicável ao arquivo nacional o disposto no artigo 153 do regulamento anexo ao Decreto nº 15670 de 1922;https://www2.camara.leg.br/legin/fed/decret/1920-1929/decreto-18303-30-junho-1928-506334-publicacaooriginal-1-pe.html;OK
D;Decreto nº 2.134, de 24 de janeiro de 1997. Regulamenta o art. 23 da Lei nº 8.159, de 8 de janeiro de 1991, que dispõe sobre a categoria dos documentos públicos sigilosos e o acesso a eles, e dá outras providências;http://www.planalto.gov.br/ccivil_03/decreto/D2134.htm;Erro
D;Decreto nº 2.182, de 20 de março de 1997. Estabelece normas para a transferência e o recolhimento de acervos arquivísticos públicos federais para o Arquivo Nacional;http://www.planalto.gov.br/ccivil_03/decreto/D2182.htm;Erro
T;Decreto nº 2.910, de 29 de dezembro de 1998. Estabelece normas para a salvaguarda de documentos, materiais, áreas, comunicações e sistemas de informação de natureza sigilosa, e dá outras providências.;http://www.planalto.gov.br/ccivil_03/decreto/D2910.htm;Erro
T;Decreto nº 27.583, de 14 de dezembro de 1949. Aprova o Regulamento para a Salvaguardas das Informações que interessam à Segurança Nacional;http://www.planalto.gov.br/ccivil_03/decreto/1930-1949/D27583.htm;Erro
D;Decreto nº 3.505, de 13 de junho de 2000. Institui a Política de Segurança da Informação nos órgãos e entidades da Administração Pública Federal;http://www.planalto.gov.br/ccivil_03/decreto/D3505.htm;Erro
D;Decreto nº 3.587, de 5 de setembro de 2000. Estabelece normas para a Infra-Estrutura de Chaves Públicas do Poder Executivo Federal - ICP-Gov, e dá outras providências;http://www.planalto.gov.br/ccivil_03/decreto/D3587.htm;Erro
D;Decreto nº 3.779, de 23 de março de 2001. Acresce dispositivo ao art. 1º do decreto nº  3.714, de 3 de janeiro de 2001  que dispõe sobre a remessa, por meio eletrônico, de documentos;http://www.planalto.gov.br/ccivil_03/decreto/2001/D3779.htm;Erro
T;Decreto nº 3.996, de 31 de outubro de 2001. Dispõe sobre a prestação de serviços de certificação digital no âmbito da Administração Pública Federal;http://www.planalto.gov.br/ccivil_03/decreto/2001/D3996.htm;Erro
T;Decreto nº 4.073, de 3 de janeiro de 2002. Regulamenta a Lei 8.159, de 8 de janeiro de 1991;http://www.planalto.gov.br/ccivil_03/decreto/2002/D4073.htm;Erro
T;Decreto nº 4.497, de 4 de dezembro de 2002. Altera o art. 17 do Decreto no 2.134, de 24 de janeiro de 1997, que dispõe sobre a categoria dos documentos públicos sigilosos e o acesso a eles, e dá outras providências;http://www.planalto.gov.br/ccivil_03/decreto/2002/D4497.htm;Erro
D;Decreto nº 4.915, de 12 de dezembro de 2003: Dispõe sobre o Sistema de Gestão de Documentos de Arquivos (SIGA), da administração pública federal e dá outras providências.;http://www.planalto.gov.br/ccivil_03/decreto/2003/D4915.htm;Erro
T;Decreto nº 44.862, de 21 de novembro de 1958. Aprova o regimento do Arquivo Nacional;https://www2.camara.leg.br/legin/fed/decret/1950-1959/decreto-44862-21-novembro-1958-383895-publicacaooriginal-1-pe.html;OK
T;Decreto nº 5.301, de 9 de dezembro de 2004. Regulamenta o disposto na Medida Provisória no 228, de 9 de dezembro de 2004, que dispõe sobre a ressalva prevista na parte final do disposto no inciso XXXIII do artigo 5o da Constituição, e dá outras providências.;http://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2004/Decreto/D5301.htm;Erro
T;Decreto nº 5.584, de 18 de novembro de 2005. Dispõe sobre o recolhimento ao Arquivo Nacional dos documentos arquivísticos públicos produzidos e recebidos pelos extintos Conselho de Segurança Nacional - CSN, Comissão Geral de Investigações – CGI e Serviço Nacional de Informações – SNI, que estejam sob a custódia da Agência Brasileira de Inteligência – ABIN.;http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/D5584.htm;Erro
D;Decreto nº 60.417, de 11 de março de 1967. Aprova o Regulamento para a Salvaguarda de Assuntos Sigilosos.;http://www.planalto.gov.br/ccivil_03/decreto/1950-1969/D60417.htm;Erro
D;Decreto nº 64.398, de 24 de abril de 1969. Regulamenta a Lei n.° 5433. de 8 de maio de 1968, que regula a microfilmagem de documentos oficiais, e dá outras providências.;http://www.planalto.gov.br/ccivil_03/decreto/Antigos/D64398.htm;Erro
T;Decreto nº 69.534, de 11 de novembro de 1971. Altera dispositivos do Regulamento para a Salvaguarda de Assuntos Sigilosos.;http://www.planalto.gov.br/ccivil_03/decreto/1970-1979/D69534.htm;Erro
T;Decreto nº 75.657, de 24 de abril de 1975. Dispões sobre o Sistema de Serviços Gerais dos órgãos civis da Administração Federal direta e das Autarquias Federais e dá outras providências;http://www.planalto.gov.br/ccivil_03/decreto/1970-1979/D75657.htm;Erro
T;Decreto nº 79.099, de 6 de janeiro de 1977. Dispõe sobre o Sistema de Serviços Gerais dos órgãos civis da Administração Federal direta e das Autarquias Federais e dá outras providências.;http://www.planalto.gov.br/ccivil_03/decreto/1970-1979/D79099.htm;Erro
T;Decreto nº 79.329, de 2 de março de 1977. Transfere à Federação das Escolas Federais Isoladas do Estado do Rio de Janeiro/FEFIERJ o curso Permanente de Arquivo, do Arquivo Nacional, do Ministério da Justiça, com a denominação de Curso de Arquivologia;https://www2.camara.leg.br/legin/fed/decret/1970-1979/decreto-79329-2-marco-1977-428242-publicacaooriginal-1-pe.html;OK
T;Decreto nº 9.197, de 9 de dezembro de 1911. Aprova o regulamento do Arquivo Nacional;https://www2.camara.leg.br/legin/fed/decret/1910-1919/decreto-9197-9-dezembro-1911-516281-publicacaooriginal-1-pe.html;OK
D;Decreto nº 90.740, de 20 de dezembro de 1984. Dispõe sobre o Grupo Arquivo do Serviço Civil da União;http://www.planalto.gov.br/ccivil_03/decreto/1980-1989/D90740.htm;Erro
T;Decreto nº 99.347, de 26 de junho de 1990. Modifica o art. 6o do Regulamento para Salvaguarda de Assuntos Sigilosos, aprovado pelo Decreto no 79.099, de 6 de janeiro de 1977.;http://www.planalto.gov.br/ccivil_03/decreto/1990-1994/D99347.htm;Erro
D;Decreto-Lei nº 25 de 30 de novembro de 1937: Organiza a proteção do patrimônio histórico e artístico nacional;http://portal.iphan.gov.br/uploads/legislacao/Decreto_no_25_de_30_de_novembro_de_1937.pdf;OK
D;Lei nº 11.111, de 5 de maio de 2005. Regulamenta a parte final do disposto no inciso XXXIII do caput do art. 5º da Constituição Federal e dá outras providências;http://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2005/Lei/L11111.htm;Erro
D;Lei nº 12.527, de 18 de novembro de 2011. Regula o acesso a informações previsto no inciso XXXIII do art. 5o, no inciso II do § 3o do art. 37 e no § 2o do art. 216 da Constituição Federal; altera a Lei no 8.112, de 11 de dezembro de 1990; revoga a Lei no 11.111, de 5 de maio de 2005, e dispositivos da Lei no 8.159, de 8 de janeiro de 1991; e dá outras providências.;http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12527.htm;Erro
D;Lei nº 5433. Regula a microfilmagem de documentos oficiais e dá outras providências;http://www.planalto.gov.br/ccivil_03/LEIS/L5433.htm;Erro
D;Lei nº 7.627, de 10 de novembro de 1987. Dispõe sobre eliminação de autos na justiça do trabalho.;http://www.planalto.gov.br/ccivil_03/leis/1980-1988/L7627.htm;Erro
D;Lei nº 8.159, de 08 de janeiro de 1991. Dispõe sobre a política nacional de arquivos públicos e privados e dá outras providências;http://www.planalto.gov.br/ccivil_03/LEIS/L8159.htm;Erro
D;Lei nº 8.394, de 30 de dezembro de 1991. Dispõe sobre a preservação, organização e proteção dos acervos documentais privados dos presidentes da República;http://www.planalto.gov.br/ccivil_03/LEIS/L8394.htm;Erro
T;Lei nº 9.507 de 12 de novembro de 1997. Regula o direito de acesso a informações e disciplina o ritos processual de habeas data;http://www.planalto.gov.br/ccivil_03/leis/L9507.htm#targetText=LEI%20N%C2%BA%209.507%2C%20DE%2012%20DE%20NOVEMBRO%20DE%201997.&targetText=Regula%20o%20direito%20de%20acesso,rito%20processual%20do%20habeas%20data.;Erro
D;Lei nº 9.605, de 12 de fevereiro de 1998. Dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências;http://www.planalto.gov.br/ccivil_03/Leis/l9605.htm#targetText=LEI%20N%C2%BA%209.605%2C%20DE%2012%20DE%20FEVEREIRO%20DE%201998.&targetText=Disp%C3%B5e%20sobre%20as%20san%C3%A7%C3%B5es%20penais,ambiente%2C%20e%20d%C3%A1%20outras%20provid%C3%AAncias.;Erro
D;Portaria de 12 de julho de 1991. Aprova o regimento interno do Arquivo Nacional;http://www.arquivonacional.gov.br/images/conteudo/servicos_ao_governo/Untitled_07172018_120713.pdf;OK
T;Projeto de Lei nº 5.228, de 15 de maio de 2009;https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=434566 / https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra;jsessionid=E127D78D192BFC276169307442225186.proposicoesWebExterno2?codteor=656530&filename=PL+5228/2009;OK
D;Resolução nº 40, de abril de 2006. Aprova a versão 2.0 dos critérios e procedimentos para credenciamento das entidades integrantes da ICP-Brasil.;http://www.iti.gov.br/images/repositorio/legislacao/resolucoes/revogadas/Resolucao40.pdf;OK
D;Legislação federal. Conselho Nacional de Arquivos;http://conarq.arquivonacional.gov.br/resolucoes-do-conarq/252-resolucao-n-10,-de-6-de-dezembro-de-1999.html;Erro
D;Política Brasileira de Acesso a Informações Públicas: garantia democrática do direito à informação, transparências e participação cidadã;http://pfdc.pgr.mpf.mp.br/atuacao-e-conteudos-de-apoio/publicacoes/acesso-a-informacao/politica-brasileira-de-acesso-a-informacoes-publicas-garantia-democratica-do-direito-a-informacao-transparencia-e-participacao-cidada-2013-unesco-e-cgu;Erro
D;e-ARQ - Modelo de requisitos para sistemas informatizados de gestão arquivística de documentos - Versão Preliminar para Avaliaçãohttp://www.uel.br/cch/cdph/arqtxt/downloads_e_ARQ.pdf;http://www.uel.br/cch/cdph/arqtxt/downloads_e_ARQ.pdf;OK
D;NOBRADE 1: norma brasileira de descrição arquivística;http://conarq.arquivonacional.gov.br/images/publicacoes_textos/nobrade.pdf;Erro
D;Loi sur l’accès aux documents des organismes publics et sur la protection des renseignements personnels;http://legisquebec.gouv.qc.ca/fr/showdoc/cs/A-2.1;OK
D;Loi sur les archives;http://legisquebec.gouv.qc.ca/fr/ShowDoc/cs/A-21.1;OK
D;Guide de classification idéologique;https://www.worldcat.org/search?q=au%3APublic+Archives+Canada.&qt=hot_author;OK
T;Glossary of Archival Terminology;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.397.3094&rep=rep1&type=pdf;Erro
D;Estudio de identificación y Valoración de Series Documentales;http://www.culturaydeporte.gob.es/dam/jcr:149562c0-8154-45ac-90aa-839ab4b4efb9/4-2017.pdf / http://www.juntadeandalucia.es/cultura/archivos_html/sites/default/contenidos/archivos/ahpsevilla/documentos/Mateo_Paez.pdf / http://www.juntadeandalucia.es/cultura/archivos_html/sites/default/contenidos/archivos/ahpgranada/documentos/VIIIJornadasMateo_Paez.pdf;OK
